ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_project_budget,Maximize the total budget allocated across all projects,True,max,Project,budget,2,1.5
G1,minimize_project_duration,Minimize the total duration of projects (end - start),True,min,Project,project_end,2,1.2
G2,maximize_team_size,Maximize the number of members in teams to increase capacity,True,max,Team,team_size,1,0.8
G3,minimize_worker_unavailability,Minimize the number of workers with inactive status,False,min,Worker,status,0,1.0
G4,maximize_feature_priority,Maximize the sum of priority scores of features,True,max,Feature,priority,2,1.3
G5,minimize_task_effort,Minimize the total effort required for all tasks,True,min,Task,effort,2,1.1
G6,maximize_story_points,Maximize the total story points completed per sprint,True,max,UserStory,story_points,2,1.4
G7,minimize_sprint_duration,Minimize the length of sprints (end - start),False,min,Sprint,end_date,0,0.9
G8,maximize_velocity_trend,Maximize the positive trend in team velocity,False,max,Velocity,trend,2,1.6
G9,minimize_blocker_severity,Minimize the total severity of active blockers,True,min,Blocker,severity,2,1.3
G10,maximize_stakeholder_influence,Maximize the influence level of engaged stakeholders,True,max,Stakeholder,influence_level,1,1.0
G11,minimize_epic_estimated_effort,Minimize the total estimated effort for epics,True,min,Epic,estimated_effort,2,1.1
G12,maximize_sprint_achievement,Maximize the average goal achievement across sprints,True,max,Sprint,achievement_of_goal,2,1.5
G13,minimize_documentation_age,Minimize the age of feature documentation (inverse of creation_date),False,min,FeatureDocumentation,creation_date,0,0.7
G14,maximize_release_plan_inclusion,Maximize the number of features included in release plans,True,max,ReleasePlan,included_features,2,1.2
