ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_above_threshold,Team size should be above a certain threshold,False,max,Team,team_size,2,1.0
C1,sprint_goal_achieved,Sprint goal should be achieved,False,max,Sprint,achievement_of_goal,2,1.0
C2,high_team_satisfaction,Team satisfaction should be high,False,max,SprintRetrospective,team_satisfaction,2,1.0
C3,high_velocity,Velocity should be high,False,max,Velocity,avg._story_points,2,1.0
C4,low_blocker_severity,Blocker severity should be low,False,min,Blocker,severity,2,1.0
C5,feature_completed,Feature should be completed,False,max,Feature,status,2,1.0
C6,user_story_completed,User story should be completed,False,max,UserStory,status,2,1.0
C7,task_completed,Task should be completed,False,max,Task,status,2,1.0
C8,sprint_duration_within_limit,Sprint duration should be within a certain limit,False,min,Sprint,duration,2,1.0
C9,product_owner_available,Product owner should be available,False,max,ProductOwner,availability,2,1.0
C10,scrum_master_experienced,Scrum master should be experienced,False,max,ScrumMaster,experience,2,1.0
