ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_total_story_points,Maximize the sum of story points across selected user stories,True,max,UserStory,story_points,1,1.0
G1,minimize_total_task_effort,Minimize the total estimated effort of all selected tasks,True,min,Task,effort,1,1.0
G2,minimize_open_blocker_severity,Minimize the cumulative severity of open blockers,True,min,Blocker,severity,1,2.0
G3,maximize_team_availability,Maximize the total availability across workers,True,max,Worker,availability,1,1.0
G4,minimize_sprint_backlog_total_effort,Minimize the sprint backlog total effort,True,min,SprintBacklog,total_effort,2,1.5
G5,maximize_velocity_avg_story_points,Maximize average story points based on velocity measurements,True,max,Velocity,avg._story_points,1,1.0
G6,maximize_sprint_goal_benefit,Maximize the stated benefit of the sprint goal,True,max,SprintGoal,benefit,1,1.0
G7,minimize_feature_estimated_effort,Minimize the sum of estimated effort across features,True,min,Feature,estimated_effort,1,1.0
G8,maximize_feature_priority,Maximize the overall priority score of selected features,True,max,Feature,priority,1,0.8
G9,minimize_project_budget,Minimize total budget consumption of the project,True,min,Project,budget,2,1.2
G10,minimize_release_planned_date,Bring planned release dates as early as possible,False,min,ReleasePlan,planned_date,1,0.7
G11,maximize_stakeholder_relevance,Maximize relevance of engaged stakeholders to targeted features,True,max,Stakeholder,relevance_to_feature,1,0.9
